,loanid,month,amount
8461,3611,2022-11-30,96951
8462,3611,2022-12-31,96951
8463,3611,2023-01-31,96951
8464,3611,2023-02-28,96951
8465,3611,2023-03-31,96951
8466,3611,2023-04-30,96951
8467,3611,2023-05-31,96951
8468,3611,2023-06-30,96951
8469,3611,2023-07-31,96951
8470,3611,2023-08-31,96951
8471,3611,2023-09-30,96951
8472,3615,2022-10-31,52620
8473,3615,2022-11-30,52620
8474,3615,2022-12-31,52620
8475,3615,2023-01-31,52620
8476,3615,2023-02-28,52620
8477,3615,2023-03-31,52620
8478,3615,2023-04-30,52620
8479,3615,2023-05-31,52620
8480,3615,2023-06-30,52620
8481,3615,2023-07-31,52620
8482,3615,2023-08-31,52620
8483,3615,2023-09-30,52620
8484,3616,2022-10-31,22306
8485,3616,2022-11-30,22306
8486,3616,2022-12-31,22306
8487,3616,2023-01-31,22306
8488,3616,2023-02-28,22306
8489,3616,2023-03-31,22306
8490,3616,2023-04-30,22306
8491,3616,2023-05-31,22306
8492,3616,2023-06-30,22306
8493,3616,2023-07-31,22306
8494,3616,2023-08-31,22306
8495,3616,2023-09-30,22306
8496,3617,2022-10-31,99979
8497,3617,2022-11-30,99979
8498,3617,2022-12-31,99979
8499,3617,2023-01-31,99979
8500,3617,2023-02-28,99979
8501,3617,2023-03-31,99979
8502,3617,2023-04-30,99979
8503,3617,2023-05-31,99979
8504,3617,2023-06-30,99979
8505,3617,2023-07-31,99979
8506,3617,2023-08-31,99979
8507,3617,2023-09-30,99979
8508,3619,2022-10-31,72171
8509,3619,2022-11-30,72171
8510,3619,2022-12-31,72171
8511,3619,2023-01-31,72171
8512,3619,2023-02-28,72171
8513,3619,2023-03-31,72171
8514,3619,2023-04-30,72171
8515,3619,2023-05-31,72171
8516,3619,2023-06-30,72171
8517,3619,2023-07-31,72171
8518,3619,2023-08-31,72171
8519,3619,2023-09-30,72171
8520,3622,2022-10-31,56513
8521,3622,2022-11-30,56513
8522,3622,2022-12-31,56513
8523,3622,2023-01-31,56513
8524,3622,2023-02-28,56513
8525,3622,2023-03-31,56513
8526,3622,2023-04-30,56513
8527,3622,2023-05-31,56513
8528,3622,2023-06-30,56513
8529,3622,2023-07-31,56513
8530,3622,2023-08-31,56513
8531,3622,2023-09-30,56513
8532,3623,2022-10-31,51007
8533,3623,2022-11-30,51007
8534,3623,2022-12-31,51007
8535,3623,2023-01-31,51007
8536,3623,2023-02-28,51007
8537,3623,2023-03-31,51007
8538,3623,2023-04-30,51007
8539,3623,2023-05-31,51007
8540,3623,2023-06-30,51007
8541,3623,2023-07-31,51007
8542,3623,2023-08-31,51007
8543,3623,2023-09-30,51007
8544,3624,2022-10-31,30778
8545,3624,2022-11-30,30778
8546,3624,2022-12-31,30778
8547,3624,2023-01-31,30778
8548,3624,2023-02-28,30778
8549,3624,2023-03-31,30778
8550,3624,2023-04-30,30778
8551,3624,2023-05-31,30778
8552,3624,2023-06-30,30778
8553,3624,2023-07-31,30778
8554,3624,2023-08-31,30778
8555,3624,2023-09-30,30778
8556,3626,2022-10-31,76303
8557,3626,2022-11-30,76303
8558,3626,2022-12-31,76303
8559,3626,2023-01-31,76303
8560,3626,2023-02-28,76303
8561,3626,2023-03-31,76303
8562,3626,2023-04-30,76303
8563,3626,2023-05-31,76303
8564,3626,2023-06-30,76303
8565,3626,2023-07-31,76303
8566,3626,2023-08-31,76303
8567,3626,2023-09-30,76303
8568,3630,2022-10-31,89081
8569,3630,2022-11-30,89081
8570,3630,2022-12-31,89081
8571,3630,2023-01-31,89081
8572,3630,2023-02-28,89081
8573,3630,2023-03-31,89081
8574,3630,2023-04-30,89081
8575,3630,2023-05-31,89081
8576,3630,2023-06-30,89081
8577,3630,2023-07-31,89081
8578,3630,2023-08-31,89081
8579,3630,2023-09-30,89081
8580,3631,2022-10-31,23586
8581,3631,2022-11-30,23586
8582,3631,2022-12-31,23586
8583,3631,2023-01-31,23586
8584,3631,2023-02-28,23586
8585,3631,2023-03-31,23586
8586,3631,2023-04-30,23586
8587,3631,2023-05-31,23586
8588,3631,2023-06-30,23586
8589,3631,2023-07-31,23586
8590,3631,2023-08-31,23586
8591,3631,2023-09-30,23586
8592,3632,2022-10-31,30817
8593,3632,2022-11-30,30817
8594,3632,2022-12-31,30817
8595,3632,2023-01-31,30817
8596,3632,2023-02-28,30817
8597,3632,2023-03-31,30817
8598,3632,2023-04-30,30817
8599,3632,2023-05-31,30817
8600,3632,2023-06-30,30817
8601,3632,2023-07-31,30817
8602,3632,2023-08-31,30817
8603,3632,2023-09-30,30817
8604,3633,2022-10-31,23337
8605,3633,2022-11-30,23337
8606,3633,2022-12-31,23337
8607,3633,2023-01-31,23337
8608,3633,2023-02-28,23337
8609,3633,2023-03-31,23337
8610,3633,2023-04-30,23337
8611,3633,2023-05-31,23337
8612,3633,2023-06-30,23337
8613,3633,2023-07-31,23337
8614,3633,2023-08-31,23337
8615,3633,2023-09-30,23337
8616,3636,2022-10-31,85773
8617,3636,2022-11-30,85773
8618,3636,2022-12-31,85773
8619,3636,2023-01-31,85773
8620,3636,2023-02-28,85773
8621,3636,2023-03-31,85773
8622,3636,2023-04-30,85773
8623,3636,2023-05-31,85773
8624,3636,2023-06-30,85773
8625,3636,2023-07-31,85773
8626,3636,2023-08-31,85773
8627,3636,2023-09-30,85773
8628,3637,2022-10-31,90072
8629,3637,2022-11-30,90072
8630,3637,2022-12-31,90072
8631,3637,2023-01-31,90072
8632,3637,2023-02-28,90072
8633,3637,2023-03-31,90072
8634,3637,2023-04-30,90072
8635,3637,2023-05-31,90072
8636,3637,2023-06-30,90072
8637,3637,2023-07-31,90072
8638,3637,2023-08-31,90072
8639,3637,2023-09-30,90072
8640,3640,2022-10-31,65568
8641,3640,2022-11-30,65568
8642,3640,2022-12-31,65568
8643,3640,2023-01-31,65568
8644,3640,2023-02-28,65568
8645,3640,2023-03-31,65568
8646,3640,2023-04-30,65568
8647,3640,2023-05-31,65568
8648,3640,2023-06-30,65568
8649,3640,2023-07-31,65568
8650,3640,2023-08-31,65568
8651,3640,2023-09-30,65568
8652,3641,2022-10-31,90585
8653,3641,2022-11-30,90585
8654,3641,2022-12-31,90585
8655,3641,2023-01-31,90585
8656,3641,2023-02-28,90585
8657,3641,2023-03-31,90585
8658,3641,2023-04-30,90585
8659,3641,2023-05-31,90585
8660,3641,2023-06-30,90585
8661,3641,2023-07-31,90585
8662,3641,2023-08-31,90585
8663,3641,2023-09-30,90585
8664,3642,2022-10-31,57303
8665,3642,2022-11-30,57303
8666,3642,2022-12-31,57303
8667,3642,2023-01-31,57303
8668,3642,2023-02-28,57303
8669,3642,2023-03-31,57303
8670,3642,2023-04-30,57303
8671,3642,2023-05-31,57303
8672,3642,2023-06-30,57303
8673,3642,2023-07-31,57303
8674,3642,2023-08-31,57303
8675,3642,2023-09-30,57303
8676,3643,2022-10-31,27951
8677,3643,2022-11-30,27951
8678,3643,2022-12-31,27951
8679,3643,2023-01-31,27951
8680,3643,2023-02-28,27951
8681,3643,2023-03-31,27951
8682,3643,2023-04-30,27951
8683,3643,2023-05-31,27951
8684,3643,2023-06-30,27951
8685,3643,2023-07-31,27951
8686,3643,2023-08-31,27951
8687,3643,2023-09-30,27951
8688,3644,2022-10-31,28552
8689,3644,2022-11-30,28552
8690,3644,2022-12-31,28552
8691,3644,2023-01-31,28552
8692,3644,2023-02-28,28552
8693,3644,2023-03-31,28552
8694,3644,2023-04-30,28552
8695,3644,2023-05-31,28552
8696,3644,2023-06-30,28552
8697,3644,2023-07-31,28552
8698,3644,2023-08-31,28552
8699,3644,2023-09-30,28552
8700,3645,2022-10-31,35924
8701,3645,2022-11-30,35924
8702,3645,2022-12-31,35924
8703,3645,2023-01-31,35924
8704,3645,2023-02-28,35924
8705,3645,2023-03-31,35924
8706,3645,2023-04-30,35924
8707,3645,2023-05-31,35924
8708,3645,2023-06-30,35924
8709,3645,2023-07-31,35924
8710,3645,2023-08-31,35924
8711,3645,2023-09-30,35924
8712,3648,2022-10-31,91022
8713,3648,2022-11-30,91022
8714,3648,2022-12-31,91022
8715,3648,2023-01-31,91022
8716,3648,2023-02-28,91022
8717,3648,2023-03-31,91022
8718,3648,2023-04-30,91022
8719,3648,2023-05-31,91022
8720,3648,2023-06-30,91022
8721,3648,2023-07-31,91022
8722,3648,2023-08-31,91022
8723,3648,2023-09-30,91022
8724,3649,2022-10-31,31363
8725,3649,2022-11-30,31363
8726,3649,2022-12-31,31363
8727,3649,2023-01-31,31363
8728,3649,2023-02-28,31363
8729,3649,2023-03-31,31363
8730,3649,2023-04-30,31363
8731,3649,2023-05-31,31363
8732,3649,2023-06-30,31363
8733,3649,2023-07-31,31363
8734,3649,2023-08-31,31363
8735,3649,2023-09-30,31363
8736,3650,2022-10-31,50986
8737,3650,2022-11-30,50986
8738,3650,2022-12-31,50986
8739,3650,2023-01-31,50986
8740,3650,2023-02-28,50986
8741,3650,2023-03-31,50986
8742,3650,2023-04-30,50986
8743,3650,2023-05-31,50986
8744,3650,2023-06-30,50986
8745,3650,2023-07-31,50986
8746,3650,2023-08-31,50986
8747,3650,2023-09-30,50986
8748,3651,2022-10-31,47955
8749,3651,2022-11-30,47955
8750,3651,2022-12-31,47955
8751,3651,2023-01-31,47955
8752,3651,2023-02-28,47955
8753,3651,2023-03-31,47955
8754,3651,2023-04-30,47955
8755,3651,2023-05-31,47955
8756,3651,2023-06-30,47955
8757,3651,2023-07-31,47955
8758,3651,2023-08-31,47955
8759,3651,2023-09-30,47955
8760,3652,2022-10-31,47067
8761,3652,2022-11-30,47067
8762,3652,2022-12-31,47067
8763,3652,2023-01-31,47067
8764,3652,2023-02-28,47067
8765,3652,2023-03-31,47067
8766,3652,2023-04-30,47067
8767,3652,2023-05-31,47067
8768,3652,2023-06-30,47067
8769,3652,2023-07-31,47067
8770,3652,2023-08-31,47067
8771,3652,2023-09-30,47067
8772,3653,2022-10-31,11772
8773,3653,2022-11-30,11772
8774,3653,2022-12-31,11772
8775,3653,2023-01-31,11772
8776,3653,2023-02-28,11772
8777,3653,2023-03-31,11772
8778,3653,2023-04-30,11772
8779,3653,2023-05-31,11772
8780,3653,2023-06-30,11772
8781,3653,2023-07-31,11772
8782,3653,2023-08-31,11772
8783,3653,2023-09-30,11772
8784,3654,2022-10-31,12931
8785,3654,2022-11-30,12931
8786,3654,2022-12-31,12931
8787,3654,2023-01-31,12931
8788,3654,2023-02-28,12931
8789,3654,2023-03-31,12931
8790,3654,2023-04-30,12931
8791,3654,2023-05-31,12931
8792,3654,2023-06-30,12931
8793,3654,2023-07-31,12931
8794,3654,2023-08-31,12931
8795,3654,2023-09-30,12931
8796,3655,2022-10-31,45859
8797,3655,2022-11-30,45859
8798,3655,2022-12-31,45859
8799,3655,2023-01-31,45859
8800,3655,2023-02-28,45859
8801,3655,2023-03-31,45859
8802,3655,2023-04-30,45859
8803,3655,2023-05-31,45859
8804,3655,2023-06-30,45859
8805,3655,2023-07-31,45859
8806,3655,2023-08-31,45859
8807,3655,2023-09-30,45859
8808,3658,2022-10-31,19534
8809,3658,2022-11-30,19534
8810,3658,2022-12-31,19534
8811,3658,2023-01-31,19534
8812,3658,2023-02-28,19534
8813,3658,2023-03-31,19534
8814,3658,2023-04-30,19534
8815,3658,2023-05-31,19534
8816,3658,2023-06-30,19534
8817,3658,2023-07-31,19534
8818,3658,2023-08-31,19534
8819,3658,2023-09-30,19534
8820,3659,2022-10-31,58589
8821,3659,2022-11-30,58589
8822,3659,2022-12-31,58589
8823,3659,2023-01-31,58589
8824,3659,2023-02-28,58589
8825,3659,2023-03-31,58589
8826,3659,2023-04-30,58589
8827,3659,2023-05-31,58589
8828,3659,2023-06-30,58589
8829,3659,2023-07-31,58589
8830,3659,2023-08-31,58589
8831,3659,2023-09-30,58589
8832,3660,2022-10-31,43802
8833,3660,2022-11-30,43802
8834,3660,2022-12-31,43802
8835,3660,2023-01-31,43802
8836,3660,2023-02-28,43802
8837,3660,2023-03-31,43802
8838,3660,2023-04-30,43802
8839,3660,2023-05-31,43802
8840,3660,2023-06-30,43802
8841,3660,2023-07-31,43802
8842,3660,2023-08-31,43802
8843,3660,2023-09-30,43802
8844,3661,2022-10-31,14304
8845,3661,2022-11-30,14304
8846,3661,2022-12-31,14304
8847,3661,2023-01-31,14304
8848,3661,2023-02-28,14304
8849,3661,2023-03-31,14304
8850,3661,2023-04-30,14304
8851,3661,2023-05-31,14304
8852,3661,2023-06-30,14304
8853,3661,2023-07-31,14304
8854,3661,2023-08-31,14304
8855,3661,2023-09-30,14304
8856,3662,2022-10-31,88347
8857,3662,2022-11-30,88347
8858,3662,2022-12-31,88347
8859,3662,2023-01-31,88347
8860,3662,2023-02-28,88347
8861,3662,2023-03-31,88347
8862,3662,2023-04-30,88347
8863,3662,2023-05-31,88347
8864,3662,2023-06-30,88347
8865,3662,2023-07-31,88347
8866,3662,2023-08-31,88347
8867,3662,2023-09-30,88347
8868,3663,2022-10-31,64760
8869,3663,2022-11-30,64760
8870,3663,2022-12-31,64760
8871,3663,2023-01-31,64760
8872,3663,2023-02-28,64760
8873,3663,2023-03-31,64760
8874,3663,2023-04-30,64760
8875,3663,2023-05-31,64760
8876,3663,2023-06-30,64760
8877,3663,2023-07-31,64760
8878,3663,2023-08-31,64760
8879,3663,2023-09-30,64760
8880,3664,2022-10-31,41590
8881,3664,2022-11-30,41590
8882,3664,2022-12-31,41590
8883,3664,2023-01-31,41590
8884,3664,2023-02-28,41590
8885,3664,2023-03-31,41590
8886,3664,2023-04-30,41590
8887,3664,2023-05-31,41590
8888,3664,2023-06-30,41590
8889,3664,2023-07-31,41590
8890,3664,2023-08-31,41590
8891,3664,2023-09-30,41590
8892,3665,2022-10-31,75627
8893,3665,2022-11-30,75627
8894,3665,2022-12-31,75627
8895,3665,2023-01-31,75627
8896,3665,2023-02-28,75627
8897,3665,2023-03-31,75627
8898,3665,2023-04-30,75627
8899,3665,2023-05-31,75627
8900,3665,2023-06-30,75627
8901,3665,2023-07-31,75627
8902,3665,2023-08-31,75627
8903,3665,2023-09-30,75627
8904,3666,2022-10-31,73682
8905,3666,2022-11-30,73682
8906,3666,2022-12-31,73682
8907,3666,2023-01-31,73682
8908,3666,2023-02-28,73682
8909,3666,2023-03-31,73682
8910,3666,2023-04-30,73682
8911,3666,2023-05-31,73682
8912,3666,2023-06-30,73682
8913,3666,2023-07-31,73682
8914,3666,2023-08-31,73682
8915,3666,2023-09-30,73682
8916,3667,2022-10-31,71964
8917,3667,2022-11-30,71964
8918,3667,2022-12-31,71964
8919,3667,2023-01-31,71964
8920,3667,2023-02-28,71964
8921,3667,2023-03-31,71964
8922,3667,2023-04-30,71964
8923,3667,2023-05-31,71964
8924,3667,2023-06-30,71964
8925,3667,2023-07-31,71964
8926,3667,2023-08-31,71964
8927,3667,2023-09-30,71964
8928,3668,2022-10-31,87319
8929,3668,2022-11-30,87319
8930,3668,2022-12-31,87319
8931,3668,2023-01-31,87319
8932,3668,2023-02-28,87319
8933,3668,2023-03-31,87319
8934,3668,2023-04-30,87319
8935,3668,2023-05-31,87319
8936,3668,2023-06-30,87319
8937,3668,2023-07-31,87319
8938,3668,2023-08-31,87319
8939,3668,2023-09-30,87319
8940,3669,2022-10-31,52056
8941,3669,2022-11-30,52056
8942,3669,2022-12-31,52056
8943,3669,2023-01-31,52056
8944,3669,2023-02-28,52056
8945,3669,2023-03-31,52056
8946,3669,2023-04-30,52056
8947,3669,2023-05-31,52056
8948,3669,2023-06-30,52056
8949,3669,2023-07-31,52056
8950,3669,2023-08-31,52056
8951,3669,2023-09-30,52056
8952,3670,2022-10-31,28039
8953,3670,2022-11-30,28039
8954,3670,2022-12-31,28039
8955,3670,2023-01-31,28039
8956,3670,2023-02-28,28039
8957,3670,2023-03-31,28039
8958,3670,2023-04-30,28039
8959,3670,2023-05-31,28039
8960,3670,2023-06-30,28039
8961,3670,2023-07-31,28039
8962,3670,2023-08-31,28039
8963,3670,2023-09-30,28039
8964,3671,2022-10-31,94361
8965,3671,2022-11-30,94361
8966,3671,2022-12-31,94361
8967,3671,2023-01-31,94361
8968,3671,2023-02-28,94361
8969,3671,2023-03-31,94361
8970,3671,2023-04-30,94361
8971,3671,2023-05-31,94361
8972,3671,2023-06-30,94361
8973,3671,2023-07-31,94361
8974,3671,2023-08-31,94361
8975,3671,2023-09-30,94361
8976,3674,2022-10-31,28711
8977,3674,2022-11-30,28711
8978,3674,2022-12-31,28711
8979,3674,2023-01-31,28711
8980,3674,2023-02-28,28711
8981,3674,2023-03-31,28711
8982,3674,2023-04-30,28711
8983,3674,2023-05-31,28711
8984,3674,2023-06-30,28711
8985,3674,2023-07-31,28711
8986,3674,2023-08-31,28711
8987,3674,2023-09-30,28711
8988,3675,2022-10-31,33690
8989,3675,2022-11-30,33690
8990,3675,2022-12-31,33690
8991,3675,2023-01-31,33690
8992,3675,2023-02-28,33690
8993,3675,2023-03-31,33690
8994,3675,2023-04-30,33690
8995,3675,2023-05-31,33690
8996,3675,2023-06-30,33690
8997,3675,2023-07-31,33690
8998,3675,2023-08-31,33690
8999,3675,2023-09-30,33690
9000,3676,2022-10-31,58237
9001,3676,2022-11-30,58237
9002,3676,2022-12-31,58237
9003,3676,2023-01-31,58237
9004,3676,2023-02-28,58237
9005,3676,2023-03-31,58237
9006,3676,2023-04-30,58237
9007,3676,2023-05-31,58237
9008,3676,2023-06-30,58237
9009,3676,2023-07-31,58237
9010,3676,2023-08-31,58237
9011,3676,2023-09-30,58237
9012,3677,2022-10-31,87376
9013,3677,2022-11-30,87376
9014,3677,2022-12-31,87376
9015,3677,2023-01-31,87376
9016,3677,2023-02-28,87376
9017,3677,2023-03-31,87376
9018,3677,2023-04-30,87376
9019,3677,2023-05-31,87376
9020,3677,2023-06-30,87376
9021,3677,2023-07-31,87376
9022,3677,2023-08-31,87376
9023,3677,2023-09-30,87376
9024,3678,2022-10-31,70976
9025,3678,2022-11-30,70976
9026,3678,2022-12-31,70976
9027,3678,2023-01-31,70976
9028,3678,2023-02-28,70976
9029,3678,2023-03-31,70976
9030,3678,2023-04-30,70976
9031,3678,2023-05-31,70976
9032,3678,2023-06-30,70976
9033,3678,2023-07-31,70976
9034,3678,2023-08-31,70976
9035,3678,2023-09-30,70976
9036,3679,2022-10-31,40683
9037,3679,2022-11-30,40683
9038,3679,2022-12-31,40683
9039,3679,2023-01-31,40683
9040,3679,2023-02-28,40683
9041,3679,2023-03-31,40683
9042,3679,2023-04-30,40683
9043,3679,2023-05-31,40683
9044,3679,2023-06-30,40683
9045,3679,2023-07-31,40683
9046,3679,2023-08-31,40683
9047,3679,2023-09-30,40683
9048,3680,2022-10-31,81822
9049,3680,2022-11-30,81822
9050,3680,2022-12-31,81822
9051,3680,2023-01-31,81822
9052,3680,2023-02-28,81822
9053,3680,2023-03-31,81822
9054,3680,2023-04-30,81822
9055,3680,2023-05-31,81822
9056,3680,2023-06-30,81822
9057,3680,2023-07-31,81822
9058,3680,2023-08-31,81822
9059,3680,2023-09-30,81822
9060,3681,2022-10-31,16957
9061,3681,2022-11-30,16957
9062,3681,2022-12-31,16957
9063,3681,2023-01-31,16957
9064,3681,2023-02-28,16957
9065,3681,2023-03-31,16957
9066,3681,2023-04-30,16957
9067,3681,2023-05-31,16957
9068,3681,2023-06-30,16957
9069,3681,2023-07-31,16957
9070,3681,2023-08-31,16957
9071,3681,2023-09-30,16957
9072,3682,2022-10-31,86747
9073,3682,2022-11-30,86747
9074,3682,2022-12-31,86747
9075,3682,2023-01-31,86747
9076,3682,2023-02-28,86747
9077,3682,2023-03-31,86747
9078,3682,2023-04-30,86747
9079,3682,2023-05-31,86747
9080,3682,2023-06-30,86747
9081,3682,2023-07-31,86747
9082,3682,2023-08-31,86747
9083,3682,2023-09-30,86747
9084,3683,2022-10-31,36791
9085,3683,2022-11-30,36791
9086,3683,2022-12-31,36791
9087,3683,2023-01-31,36791
9088,3683,2023-02-28,36791
9089,3683,2023-03-31,36791
9090,3683,2023-04-30,36791
9091,3683,2023-05-31,36791
9092,3683,2023-06-30,36791
9093,3683,2023-07-31,36791
9094,3683,2023-08-31,36791
9095,3683,2023-09-30,36791
9096,3684,2022-10-31,46803
9097,3684,2022-11-30,46803
9098,3684,2022-12-31,46803
9099,3684,2023-01-31,46803
9100,3684,2023-02-28,46803
9101,3684,2023-03-31,46803
9102,3684,2023-04-30,46803
9103,3684,2023-05-31,46803
9104,3684,2023-06-30,46803
9105,3684,2023-07-31,46803
9106,3684,2023-08-31,46803
9107,3684,2023-09-30,46803
9108,3686,2022-10-31,77390
9109,3686,2022-11-30,77390
9110,3686,2022-12-31,77390
9111,3686,2023-01-31,77390
9112,3686,2023-02-28,77390
9113,3686,2023-03-31,77390
9114,3686,2023-04-30,77390
9115,3686,2023-05-31,77390
9116,3686,2023-06-30,77390
9117,3686,2023-07-31,77390
9118,3686,2023-08-31,77390
9119,3686,2023-09-30,77390
9120,3687,2022-10-31,54889
9121,3687,2022-11-30,54889
9122,3687,2022-12-31,54889
9123,3687,2023-01-31,54889
9124,3687,2023-02-28,54889
9125,3687,2023-03-31,54889
9126,3687,2023-04-30,54889
9127,3687,2023-05-31,54889
9128,3687,2023-06-30,54889
9129,3687,2023-07-31,54889
9130,3687,2023-08-31,54889
9131,3687,2023-09-30,54889
9132,3690,2022-10-31,70374
9133,3690,2022-11-30,70374
9134,3690,2022-12-31,70374
9135,3690,2023-01-31,70374
9136,3690,2023-02-28,70374
9137,3690,2023-03-31,70374
9138,3690,2023-04-30,70374
9139,3690,2023-05-31,70374
9140,3690,2023-06-30,70374
9141,3690,2023-07-31,70374
9142,3690,2023-08-31,70374
9143,3690,2023-09-30,70374
9144,3691,2022-10-31,78900
9145,3691,2022-11-30,78900
9146,3691,2022-12-31,78900
9147,3691,2023-01-31,78900
9148,3691,2023-02-28,78900
9149,3691,2023-03-31,78900
9150,3691,2023-04-30,78900
9151,3691,2023-05-31,78900
9152,3691,2023-06-30,78900
9153,3691,2023-07-31,78900
9154,3691,2023-08-31,78900
9155,3691,2023-09-30,78900
9156,3692,2022-10-31,93025
9157,3692,2022-11-30,93025
9158,3692,2022-12-31,93025
9159,3692,2023-01-31,93025
9160,3692,2023-02-28,93025
9161,3692,2023-03-31,93025
9162,3692,2023-04-30,93025
9163,3692,2023-05-31,93025
9164,3692,2023-06-30,93025
9165,3692,2023-07-31,93025
9166,3692,2023-08-31,93025
9167,3692,2023-09-30,93025
9168,3693,2022-10-31,37004
9169,3693,2022-11-30,37004
9170,3693,2022-12-31,37004
9171,3693,2023-01-31,37004
9172,3693,2023-02-28,37004
9173,3693,2023-03-31,37004
9174,3693,2023-04-30,37004
9175,3693,2023-05-31,37004
9176,3693,2023-06-30,37004
9177,3693,2023-07-31,37004
9178,3693,2023-08-31,37004
9179,3693,2023-09-30,37004
9180,3694,2022-10-31,13219
9181,3694,2022-11-30,13219
9182,3694,2022-12-31,13219
9183,3694,2023-01-31,13219
9184,3694,2023-02-28,13219
9185,3694,2023-03-31,13219
9186,3694,2023-04-30,13219
9187,3694,2023-05-31,13219
9188,3694,2023-06-30,13219
9189,3694,2023-07-31,13219
9190,3694,2023-08-31,13219
9191,3694,2023-09-30,13219
9192,3696,2022-10-31,17432
9193,3696,2022-11-30,17432
9194,3696,2022-12-31,17432
9195,3696,2023-01-31,17432
9196,3696,2023-02-28,17432
9197,3696,2023-03-31,17432
9198,3696,2023-04-30,17432
9199,3696,2023-05-31,17432
9200,3696,2023-06-30,17432
9201,3696,2023-07-31,17432
9202,3696,2023-08-31,17432
9203,3696,2023-09-30,17432
9204,3697,2022-10-31,16280
9205,3697,2022-11-30,16280
9206,3697,2022-12-31,16280
9207,3697,2023-01-31,16280
9208,3697,2023-02-28,16280
9209,3697,2023-03-31,16280
9210,3697,2023-04-30,16280
9211,3697,2023-05-31,16280
9212,3697,2023-06-30,16280
9213,3697,2023-07-31,16280
9214,3697,2023-08-31,16280
9215,3697,2023-09-30,16280
9216,3698,2022-10-31,31942
9217,3698,2022-11-30,31942
9218,3698,2022-12-31,31942
9219,3698,2023-01-31,31942
9220,3698,2023-02-28,31942
9221,3698,2023-03-31,31942
9222,3698,2023-04-30,31942
9223,3698,2023-05-31,31942
9224,3698,2023-06-30,31942
9225,3698,2023-07-31,31942
9226,3698,2023-08-31,31942
9227,3698,2023-09-30,31942
9228,3699,2022-10-31,90132
9229,3699,2022-11-30,90132
9230,3699,2022-12-31,90132
9231,3699,2023-01-31,90132
9232,3699,2023-02-28,90132
9233,3699,2023-03-31,90132
9234,3699,2023-04-30,90132
9235,3699,2023-05-31,90132
9236,3699,2023-06-30,90132
9237,3699,2023-07-31,90132
9238,3699,2023-08-31,90132
9239,3699,2023-09-30,90132
9240,3703,2022-10-31,77263
9241,3703,2022-11-30,77263
9242,3703,2022-12-31,77263
9243,3703,2023-01-31,77263
9244,3703,2023-02-28,77263
9245,3703,2023-03-31,77263
9246,3703,2023-04-30,77263
9247,3703,2023-05-31,77263
9248,3703,2023-06-30,77263
9249,3703,2023-07-31,77263
9250,3703,2023-08-31,77263
9251,3703,2023-09-30,77263
9252,3704,2022-10-31,81648
9253,3704,2022-11-30,81648
9254,3704,2022-12-31,81648
9255,3704,2023-01-31,81648
9256,3704,2023-02-28,81648
9257,3704,2023-03-31,81648
9258,3704,2023-04-30,81648
9259,3704,2023-05-31,81648
9260,3704,2023-06-30,81648
9261,3704,2023-07-31,81648
9262,3704,2023-08-31,81648
9263,3704,2023-09-30,81648
9264,3705,2022-10-31,12583
9265,3705,2022-11-30,12583
9266,3705,2022-12-31,12583
9267,3705,2023-01-31,12583
9268,3705,2023-02-28,12583
9269,3705,2023-03-31,12583
9270,3705,2023-04-30,12583
9271,3705,2023-05-31,12583
9272,3705,2023-06-30,12583
9273,3705,2023-07-31,12583
9274,3705,2023-08-31,12583
9275,3705,2023-09-30,12583
9276,3706,2022-10-31,38902
9277,3706,2022-11-30,38902
9278,3706,2022-12-31,38902
9279,3706,2023-01-31,38902
9280,3706,2023-02-28,38902
9281,3706,2023-03-31,38902
9282,3706,2023-04-30,38902
9283,3706,2023-05-31,38902
9284,3706,2023-06-30,38902
9285,3706,2023-07-31,38902
9286,3706,2023-08-31,38902
9287,3706,2023-09-30,38902
9288,3708,2022-10-31,67442
9289,3708,2022-11-30,67442
9290,3708,2022-12-31,67442
9291,3708,2023-01-31,67442
9292,3708,2023-02-28,67442
9293,3708,2023-03-31,67442
9294,3708,2023-04-30,67442
9295,3708,2023-05-31,67442
9296,3708,2023-06-30,67442
9297,3708,2023-07-31,67442
9298,3708,2023-08-31,67442
9299,3708,2023-09-30,67442
9300,3709,2022-10-31,81952
9301,3709,2022-11-30,81952
9302,3709,2022-12-31,81952
9303,3709,2023-01-31,81952
9304,3709,2023-02-28,81952
9305,3709,2023-03-31,81952
9306,3709,2023-04-30,81952
9307,3709,2023-05-31,81952
9308,3709,2023-06-30,81952
9309,3709,2023-07-31,81952
9310,3709,2023-08-31,81952
9311,3709,2023-09-30,81952
9312,3710,2022-10-31,52572
9313,3710,2022-11-30,52572
9314,3710,2022-12-31,52572
9315,3710,2023-01-31,52572
9316,3710,2023-02-28,52572
9317,3710,2023-03-31,52572
9318,3710,2023-04-30,52572
9319,3710,2023-05-31,52572
9320,3710,2023-06-30,52572
9321,3710,2023-07-31,52572
9322,3710,2023-08-31,52572
9323,3710,2023-09-30,52572
9324,3711,2022-10-31,34210
9325,3711,2022-11-30,34210
9326,3711,2022-12-31,34210
9327,3711,2023-01-31,34210
9328,3711,2023-02-28,34210
9329,3711,2023-03-31,34210
9330,3711,2023-04-30,34210
9331,3711,2023-05-31,34210
9332,3711,2023-06-30,34210
9333,3711,2023-07-31,34210
9334,3711,2023-08-31,34210
