Branch,Type,Amount,IssueDate,DueDate,InterestRate,Status
C,Auto,32715,9/22/2016,9/17/2017,0.210066155,NORM
C,Auto,85997,9/22/2016,8/27/2021,0.205201445,OVRD
C,Auto,14222,9/22/2016,9/7/2019,0.205837407,OVRD
C,Auto,70313,9/22/2016,9/12/2018,0.18140896,NPL
C,Auto,18201,9/22/2016,9/7/2019,0.216945874,NPL
C,Auto,84222,9/22/2016,9/7/2019,0.214590595,OVRD
C,Auto,62622,9/22/2016,9/12/2018,0.195688279,NPL
C,Auto,44917,9/22/2016,8/27/2021,0.183706033,OVRD
C,Auto,87849,9/22/2016,9/17/2017,0.185619583,OVRD
C,Auto,71946,9/22/2016,9/12/2018,0.193272521,OVRD
C,Auto,92103,9/22/2016,9/12/2018,0.180031177,NORM
C,Auto,57368,9/22/2016,9/12/2018,0.18938971,OVRD
C,Auto,20301,9/22/2016,9/7/2019,0.206765059,NORM
C,Auto,77788,9/22/2016,9/1/2020,0.19707364,OVRD
C,Auto,16245,9/22/2016,9/17/2017,0.187146736,OVRD
C,Auto,43787,9/22/2016,9/17/2017,0.190323227,NPL
C,Auto,41266,9/22/2016,8/27/2021,0.197952879,OVRD
C,Auto,71256,9/22/2016,9/7/2019,0.190133009,NPL
C,Auto,57239,9/22/2016,9/12/2018,0.21007511,NORM
C,Auto,56685,9/22/2016,9/7/2019,0.216276098,NPL
C,Auto,84781,9/22/2016,9/7/2019,0.18615351,NORM
C,Auto,99738,9/22/2016,9/12/2018,0.195653913,OVRD
C,Auto,95718,9/22/2016,8/27/2021,0.219830795,NORM
C,Auto,67946,9/22/2016,9/12/2018,0.181128222,NPL
C,Auto,31149,9/22/2016,9/12/2018,0.207031319,OVRD
C,Auto,93491,9/22/2016,9/17/2017,0.218880683,NORM
C,Auto,85957,9/22/2016,9/12/2018,0.18587089,NORM
C,Auto,50927,9/22/2016,9/17/2017,0.212561278,NPL
C,Auto,28839,9/22/2016,8/27/2021,0.192967004,NORM
C,Auto,99432,9/22/2016,9/1/2020,0.196074377,NPL
C,Auto,84039,9/22/2016,9/1/2020,0.214456373,NORM
C,Auto,51405,9/22/2016,9/17/2017,0.195777474,NPL
C,Auto,53811,9/22/2016,8/27/2021,0.197802916,OVRD
C,Auto,42341,9/22/2016,9/17/2017,0.192279785,OVRD
C,Auto,62019,9/22/2016,9/17/2017,0.211933854,NORM
D,Personal,38740,10/22/2016,9/26/2021,0.183011228,OVRD
D,Personal,84237,10/22/2016,9/26/2021,0.218217777,NPL
D,Personal,13623,10/22/2016,9/26/2021,0.212708093,NPL
D,Personal,10446,10/22/2016,9/26/2021,0.211259023,NPL
D,Personal,96076,10/22/2016,10/1/2020,0.204416548,NPL
D,Personal,52455,10/22/2016,10/7/2019,0.211533511,NPL
D,Personal,27754,10/22/2016,10/1/2020,0.188148001,OVRD
D,Personal,79711,10/22/2016,10/1/2020,0.180023308,NPL
D,Personal,53056,10/22/2016,10/12/2018,0.205932311,NPL
D,Personal,81428,10/22/2016,10/1/2020,0.21048061,NORM
D,Personal,81370,10/22/2016,10/12/2018,0.21351804,NORM
D,Personal,22880,10/22/2016,10/12/2018,0.203978967,NPL
D,Personal,34771,10/22/2016,10/1/2020,0.200946218,NORM
D,Personal,40373,10/22/2016,10/1/2020,0.212230715,OVRD
A,Personal,62568,11/21/2016,11/11/2018,0.194676989,OVRD
A,Personal,74060,11/21/2016,11/11/2018,0.205317627,OVRD
A,Personal,39663,11/21/2016,10/26/2021,0.191233841,NPL
A,Personal,16308,11/21/2016,11/16/2017,0.214201455,NORM
A,Personal,15201,11/21/2016,10/26/2021,0.186509275,NORM
A,Personal,33424,11/21/2016,11/11/2018,0.219053179,NORM
A,Personal,53912,11/21/2016,10/31/2020,0.210078017,NORM
A,Personal,83019,11/21/2016,11/16/2017,0.199308958,OVRD
A,Personal,77323,11/21/2016,11/6/2019,0.213368881,OVRD
A,Personal,87874,11/21/2016,11/16/2017,0.210339421,OVRD
A,Personal,68444,11/21/2016,11/11/2018,0.190263229,OVRD
A,Personal,76592,11/21/2016,11/6/2019,0.197647224,NPL
A,Personal,47180,11/21/2016,10/31/2020,0.212580848,OVRD
A,Personal,39948,11/21/2016,11/16/2017,0.19784325,NPL
A,Personal,64873,11/21/2016,11/11/2018,0.183776445,NPL
A,Personal,54372,11/21/2016,11/16/2017,0.217206048,NPL
A,Personal,18687,11/21/2016,11/16/2017,0.21662088,OVRD
A,Personal,10324,11/21/2016,10/31/2020,0.188304693,NORM
A,Personal,85424,11/21/2016,11/11/2018,0.199245878,NORM
A,Personal,63103,11/21/2016,11/6/2019,0.181805167,NORM
A,Personal,38593,11/21/2016,11/6/2019,0.198003,NPL
A,Personal,56831,11/21/2016,10/31/2020,0.204054656,OVRD
A,Personal,28658,11/21/2016,10/31/2020,0.205157177,OVRD
A,Personal,21392,11/21/2016,10/31/2020,0.197942803,OVRD
A,Personal,25827,11/21/2016,10/31/2020,0.187313488,NPL
A,Personal,34807,11/21/2016,11/6/2019,0.197766804,OVRD
A,Personal,25518,11/21/2016,10/31/2020,0.183768358,NORM
A,Personal,26049,11/21/2016,10/26/2021,0.184822733,NORM
A,Personal,67081,11/21/2016,11/6/2019,0.208277447,NPL
A,Personal,81830,11/21/2016,10/26/2021,0.190539877,NPL
A,Personal,80934,11/21/2016,11/16/2017,0.180112415,NORM
A,Personal,97661,11/21/2016,11/6/2019,0.202179823,NPL
A,Personal,12447,11/21/2016,11/16/2017,0.209628273,NORM
A,Personal,68025,11/21/2016,10/26/2021,0.187984569,OVRD
A,Personal,89286,11/21/2016,11/6/2019,0.219543164,OVRD
A,Personal,63239,11/21/2016,11/11/2018,0.194337324,NPL
A,Personal,19785,11/21/2016,11/16/2017,0.187382383,OVRD
A,Personal,90400,11/21/2016,11/11/2018,0.196794534,OVRD
A,Personal,39282,11/21/2016,10/31/2020,0.187402492,NPL
A,Personal,34233,11/21/2016,11/11/2018,0.186036383,NORM
A,Personal,47585,11/21/2016,10/31/2020,0.186763514,OVRD
A,Personal,18322,11/21/2016,10/31/2020,0.180386515,OVRD
A,Personal,79069,11/21/2016,10/31/2020,0.210836736,NORM
D,Auto,82294,12/21/2016,12/11/2018,0.216140431,NPL
D,Auto,54837,12/21/2016,12/6/2019,0.181177638,OVRD
D,Auto,81769,12/21/2016,12/16/2017,0.205381586,NPL
D,Auto,81126,12/21/2016,11/25/2021,0.216189465,NPL
D,Auto,43006,12/21/2016,11/25/2021,0.210303303,NORM
D,Auto,39063,12/21/2016,11/25/2021,0.218719664,NPL
D,Auto,89533,12/21/2016,12/11/2018,0.196299393,NPL
D,Auto,73974,12/21/2016,12/11/2018,0.192433494,NORM
D,Auto,61674,12/21/2016,12/16/2017,0.217054027,NORM
D,Auto,32367,12/21/2016,12/11/2018,0.201165581,NORM
D,Auto,92779,12/21/2016,11/30/2020,0.219550536,NORM
D,Auto,82451,12/21/2016,11/25/2021,0.18515109,NPL
D,Auto,20327,12/21/2016,11/25/2021,0.204035671,NPL
D,Auto,96745,12/21/2016,12/16/2017,0.196091451,OVRD
D,Auto,14721,12/21/2016,11/30/2020,0.190995783,OVRD
D,Auto,78741,12/21/2016,11/25/2021,0.189776141,NPL
D,Auto,48505,12/21/2016,12/6/2019,0.184006699,NPL
D,Auto,72131,12/21/2016,12/6/2019,0.211315564,NPL
D,Auto,61300,12/21/2016,12/16/2017,0.213519403,NPL
D,Auto,25325,12/21/2016,12/11/2018,0.208389239,NORM
D,Auto,41679,12/21/2016,12/16/2017,0.197407716,NPL
D,Auto,62901,12/21/2016,12/11/2018,0.201080737,NPL
D,Auto,23998,12/21/2016,12/6/2019,0.219079017,NPL
D,Auto,94958,12/21/2016,11/25/2021,0.209842869,NORM
D,Auto,23165,12/21/2016,12/16/2017,0.202290462,NORM
D,Auto,58428,12/21/2016,12/11/2018,0.185972928,NORM
D,Auto,14546,12/21/2016,11/25/2021,0.216522336,OVRD
D,Auto,80550,12/21/2016,11/30/2020,0.207908129,OVRD
D,Auto,14950,12/21/2016,12/6/2019,0.181876223,NORM
B,Home,79951,1/20/2017,12/30/2020,0.202999521,OVRD
B,Home,79385,1/20/2017,12/30/2020,0.219631352,NORM
B,Home,38740,1/20/2017,1/10/2019,0.197485449,OVRD
B,Home,81272,1/20/2017,12/25/2021,0.200528502,OVRD
B,Home,14601,1/20/2017,1/5/2020,0.217362218,NPL
B,Home,78085,1/20/2017,1/15/2018,0.201978899,NORM
B,Home,32341,1/20/2017,12/25/2021,0.199109321,NPL
B,Home,63752,1/20/2017,1/5/2020,0.184492683,OVRD
B,Home,46053,1/20/2017,1/10/2019,0.202440374,NORM
B,Home,28476,1/20/2017,12/30/2020,0.207359676,NPL
B,Home,87453,1/20/2017,12/30/2020,0.209912008,NORM
B,Home,63920,1/20/2017,1/10/2019,0.19606222,NPL
B,Home,18032,1/20/2017,1/15/2018,0.18596444,NPL
B,Home,13585,1/20/2017,12/30/2020,0.190141558,NORM
B,Home,15364,1/20/2017,1/5/2020,0.197129504,NORM
B,Home,84525,1/20/2017,12/25/2021,0.180120612,OVRD
B,Home,40033,1/20/2017,1/5/2020,0.198037184,NPL
B,Home,56543,1/20/2017,1/5/2020,0.204876241,NPL
B,Home,66636,1/20/2017,1/5/2020,0.211897991,NPL
B,Home,98291,1/20/2017,1/5/2020,0.20086966,NORM
B,Home,11324,1/20/2017,1/10/2019,0.193945411,NPL
B,Home,44918,1/20/2017,12/30/2020,0.197835515,NORM
B,Home,68077,1/20/2017,1/5/2020,0.219679665,NORM
B,Home,38383,1/20/2017,1/15/2018,0.207620925,NPL
B,Home,75841,1/20/2017,1/15/2018,0.188821892,NPL
B,Home,66314,1/20/2017,12/25/2021,0.20328195,NORM
B,Home,16542,1/20/2017,1/5/2020,0.184319683,NPL
B,Home,16768,1/20/2017,1/15/2018,0.199118627,NPL
B,Home,30875,1/20/2017,1/5/2020,0.210356448,OVRD
B,Home,96765,1/20/2017,12/30/2020,0.216682949,NPL
B,Home,90265,1/20/2017,12/25/2021,0.181997051,NORM
B,Home,65338,1/20/2017,12/30/2020,0.207816019,OVRD
B,Home,38209,1/20/2017,12/30/2020,0.181897806,NPL
B,Home,28140,1/20/2017,1/10/2019,0.212358906,NORM
B,Home,11415,1/20/2017,12/25/2021,0.184664342,NORM
B,Home,84720,1/20/2017,12/25/2021,0.204862184,NORM
B,Home,74780,1/20/2017,1/5/2020,0.214561018,NORM
B,Home,40808,1/20/2017,12/30/2020,0.219555607,NORM
B,Home,15578,1/20/2017,12/30/2020,0.203217699,NORM
B,Home,54339,1/20/2017,12/30/2020,0.190553305,OVRD
B,Home,40486,1/20/2017,12/25/2021,0.18059838,OVRD
B,Home,99716,1/20/2017,1/5/2020,0.210924634,NORM
B,Home,55969,1/20/2017,1/5/2020,0.211358181,NORM
B,Home,76694,1/20/2017,1/5/2020,0.219535418,NORM
B,Home,67831,1/20/2017,1/5/2020,0.193477151,NPL
B,Home,99977,1/20/2017,1/5/2020,0.180058305,NORM
B,Home,54435,1/20/2017,12/30/2020,0.197094877,NORM
B,Home,13739,1/20/2017,12/30/2020,0.187694516,NPL
B,Home,18316,1/20/2017,1/10/2019,0.210241266,NORM
B,Home,85716,1/20/2017,12/30/2020,0.19021056,NORM
B,Home,26674,1/20/2017,12/30/2020,0.209867255,NORM
B,Home,46132,1/20/2017,12/30/2020,0.191896441,OVRD
B,Home,60890,1/20/2017,1/10/2019,0.219604409,NORM
B,Home,99452,1/20/2017,1/10/2019,0.199675189,OVRD
B,Business,57624,2/19/2017,2/9/2019,0.179336634,OVRD
B,Business,56600,2/19/2017,2/14/2018,0.182966163,OVRD
B,Business,53642,2/19/2017,2/9/2019,0.157982551,NORM
B,Business,31976,2/19/2017,2/9/2019,0.164519093,OVRD
B,Business,50937,2/19/2017,1/29/2021,0.183307271,NORM
B,Business,69285,2/19/2017,1/24/2022,0.161367013,NORM
B,Business,67952,2/19/2017,1/24/2022,0.187679148,NORM
B,Business,69044,2/19/2017,2/14/2018,0.156805048,NORM
B,Business,10660,2/19/2017,2/9/2019,0.181376888,NORM
B,Business,17423,2/19/2017,2/14/2018,0.170537874,OVRD
B,Business,80889,2/19/2017,2/4/2020,0.187165611,OVRD
B,Business,61151,2/19/2017,2/9/2019,0.152814037,NPL
B,Business,78223,2/19/2017,2/14/2018,0.180855436,OVRD
B,Business,37345,2/19/2017,1/24/2022,0.186131701,NPL
B,Business,90194,2/19/2017,1/29/2021,0.159312166,NORM
B,Business,93215,2/19/2017,2/4/2020,0.159977643,NPL
B,Business,61661,2/19/2017,2/9/2019,0.177016371,NPL
B,Business,40574,2/19/2017,2/9/2019,0.167256505,NORM
B,Business,51118,2/19/2017,2/14/2018,0.159169083,NORM
B,Business,94916,2/19/2017,2/9/2019,0.164060447,OVRD
B,Business,91746,2/19/2017,1/24/2022,0.185739789,OVRD
B,Business,36659,2/19/2017,2/4/2020,0.175156475,NPL
B,Business,87991,2/19/2017,2/4/2020,0.182096641,NPL
B,Business,64611,2/19/2017,2/9/2019,0.159890044,OVRD
B,Business,20714,2/19/2017,2/14/2018,0.187061186,NPL
B,Business,25780,2/19/2017,1/24/2022,0.187887857,NORM
B,Business,61034,2/19/2017,2/9/2019,0.167746252,OVRD
B,Business,26690,2/19/2017,1/24/2022,0.18895543,NPL
B,Business,33152,2/19/2017,2/14/2018,0.17245991,OVRD
D,Auto,80365,3/21/2017,3/5/2020,0.210581515,NORM
D,Auto,29953,3/21/2017,3/11/2019,0.196231409,OVRD
D,Auto,57467,3/21/2017,2/23/2022,0.202616672,OVRD
D,Auto,99826,3/21/2017,3/16/2018,0.208541225,NORM
D,Auto,52275,3/21/2017,3/5/2020,0.209230796,OVRD
D,Auto,38051,3/21/2017,2/28/2021,0.181227978,OVRD
D,Auto,34638,3/21/2017,2/23/2022,0.200160117,OVRD
D,Auto,83670,3/21/2017,3/11/2019,0.192953462,NPL
D,Auto,78895,3/21/2017,3/5/2020,0.208756848,OVRD
D,Auto,85080,3/21/2017,2/23/2022,0.180937831,OVRD
D,Auto,15595,3/21/2017,3/11/2019,0.212613563,OVRD
D,Auto,69853,3/21/2017,3/16/2018,0.192934152,NORM
D,Auto,68413,3/21/2017,3/16/2018,0.211764148,NORM
D,Auto,37164,3/21/2017,2/23/2022,0.199307104,NORM
D,Auto,41420,3/21/2017,2/23/2022,0.208464597,NORM
D,Auto,66007,3/21/2017,2/23/2022,0.207069938,NPL
D,Auto,26795,3/21/2017,3/16/2018,0.218307644,OVRD
D,Auto,79102,3/21/2017,3/11/2019,0.191353685,NPL
D,Auto,18487,3/21/2017,2/23/2022,0.218382854,OVRD
D,Auto,10114,3/21/2017,3/5/2020,0.208339223,OVRD
D,Auto,32887,3/21/2017,3/11/2019,0.217120358,NORM
D,Auto,25826,3/21/2017,2/28/2021,0.182138581,OVRD
D,Auto,35989,3/21/2017,3/16/2018,0.219072101,NPL
D,Auto,38841,3/21/2017,2/23/2022,0.21001268,OVRD
D,Auto,13740,3/21/2017,2/28/2021,0.218914339,NORM
D,Auto,22453,3/21/2017,2/28/2021,0.187884964,NPL
D,Auto,11113,3/21/2017,2/23/2022,0.193040566,OVRD
D,Auto,64129,3/21/2017,3/11/2019,0.188407528,NPL
D,Auto,81326,3/21/2017,3/16/2018,0.189892309,OVRD
D,Auto,76370,3/21/2017,3/11/2019,0.191965437,NORM
D,Auto,22496,3/21/2017,3/16/2018,0.188044774,NORM
D,Auto,36719,3/21/2017,2/23/2022,0.216630613,NORM
D,Auto,15278,3/21/2017,3/11/2019,0.181053193,OVRD
D,Auto,79559,3/21/2017,2/23/2022,0.217347075,NORM
D,Auto,55542,3/21/2017,2/23/2022,0.186109476,OVRD
D,Auto,57614,3/21/2017,3/11/2019,0.183189703,NPL
D,Auto,72370,3/21/2017,3/16/2018,0.185834162,OVRD
D,Auto,46289,3/21/2017,3/11/2019,0.201514494,NPL
D,Auto,89161,3/21/2017,2/23/2022,0.208814708,OVRD
D,Auto,99584,3/21/2017,3/5/2020,0.218365935,NPL
D,Auto,98628,3/21/2017,2/28/2021,0.180150985,NPL
D,Auto,47671,3/21/2017,2/28/2021,0.190082344,NORM
D,Auto,50336,3/21/2017,3/11/2019,0.201151423,NPL
D,Auto,61034,3/21/2017,3/16/2018,0.191968198,NPL
D,Auto,56100,3/21/2017,2/28/2021,0.183239885,NPL
D,Auto,73885,3/21/2017,2/23/2022,0.190389858,NPL
D,Auto,58614,3/21/2017,3/11/2019,0.181036908,NORM
D,Auto,98774,3/21/2017,3/11/2019,0.183879798,OVRD
D,Auto,31772,3/21/2017,2/23/2022,0.21057239,OVRD
D,Auto,10949,3/21/2017,2/23/2022,0.208908941,NPL
D,Auto,63021,3/21/2017,2/23/2022,0.212527678,NPL
D,Auto,32055,3/21/2017,2/28/2021,0.213936857,NPL
D,Auto,48508,3/21/2017,2/23/2022,0.214454522,NORM
D,Auto,26975,3/21/2017,3/5/2020,0.206412005,OVRD
D,Auto,28183,3/21/2017,3/5/2020,0.211388046,NPL
D,Auto,46554,3/21/2017,3/11/2019,0.206361577,OVRD
D,Auto,15254,3/21/2017,3/16/2018,0.189107521,OVRD
D,Auto,40678,3/21/2017,3/5/2020,0.186634678,OVRD
D,Auto,65027,3/21/2017,3/11/2019,0.205394654,OVRD
A,Home,95450,4/20/2017,4/10/2019,0.205292037,NORM
A,Home,72350,4/20/2017,3/30/2021,0.192581116,OVRD
A,Home,52019,4/20/2017,4/15/2018,0.206727198,NPL
A,Home,12496,4/20/2017,3/30/2021,0.206134129,NPL
A,Home,80001,4/20/2017,4/4/2020,0.207388814,OVRD
A,Home,10975,4/20/2017,4/15/2018,0.188293449,NORM
A,Home,94481,4/20/2017,4/4/2020,0.212154542,NPL
A,Home,25643,4/20/2017,3/25/2022,0.18107697,NORM
A,Home,37684,4/20/2017,4/4/2020,0.187567435,OVRD
A,Home,73837,4/20/2017,3/25/2022,0.19016371,OVRD
A,Home,89957,4/20/2017,4/4/2020,0.214531669,OVRD
A,Home,12118,4/20/2017,4/15/2018,0.185451486,OVRD
A,Home,74905,4/20/2017,3/25/2022,0.184549052,NORM
A,Home,10702,4/20/2017,4/15/2018,0.214028151,NPL
A,Home,49166,4/20/2017,4/10/2019,0.21514223,OVRD
A,Home,61986,4/20/2017,4/4/2020,0.21906076,NORM
A,Home,43268,4/20/2017,3/25/2022,0.208992175,NPL
A,Home,82616,4/20/2017,3/30/2021,0.216661874,NORM
A,Home,89804,4/20/2017,3/30/2021,0.217530954,NPL
A,Home,12620,4/20/2017,4/4/2020,0.19801755,NPL
A,Home,33436,4/20/2017,3/25/2022,0.187886899,NORM
A,Home,35749,4/20/2017,4/15/2018,0.209426795,NPL
A,Home,29398,4/20/2017,3/25/2022,0.202973749,NPL
A,Home,69673,4/20/2017,4/10/2019,0.197121515,NPL
A,Home,61448,4/20/2017,3/25/2022,0.194607073,NORM
A,Home,95691,4/20/2017,3/30/2021,0.213920854,NPL
A,Home,97342,4/20/2017,3/30/2021,0.198826235,NPL
A,Home,98013,4/20/2017,4/10/2019,0.208880113,NPL
A,Home,68707,4/20/2017,3/30/2021,0.203375854,OVRD
A,Home,75706,4/20/2017,4/10/2019,0.210879127,NORM
A,Home,79219,4/20/2017,4/15/2018,0.202377735,OVRD
A,Home,68199,4/20/2017,4/4/2020,0.191068615,NPL
A,Home,98560,4/20/2017,4/15/2018,0.197923364,OVRD
A,Home,49954,4/20/2017,4/15/2018,0.192650665,NORM
A,Home,64672,4/20/2017,3/25/2022,0.210374214,NORM
A,Home,10394,4/20/2017,4/10/2019,0.202539955,OVRD
A,Home,40335,4/20/2017,4/15/2018,0.212729107,NORM
A,Home,28400,4/20/2017,4/10/2019,0.194245003,NORM
A,Home,62906,4/20/2017,4/15/2018,0.193868132,NORM
A,Home,54335,4/20/2017,4/10/2019,0.19244842,NORM
A,Home,44119,4/20/2017,4/10/2019,0.208583812,NPL
A,Home,26982,4/20/2017,3/30/2021,0.200127381,OVRD
A,Home,94817,4/20/2017,3/25/2022,0.201415648,NPL
A,Home,53075,4/20/2017,4/4/2020,0.194801254,OVRD
A,Home,71715,4/20/2017,4/10/2019,0.203357729,NPL
A,Home,14101,4/20/2017,3/30/2021,0.18187664,NORM
A,Home,22963,4/20/2017,3/30/2021,0.188792237,OVRD
A,Home,94719,4/20/2017,3/30/2021,0.214843018,OVRD
A,Home,82275,4/20/2017,3/30/2021,0.208920754,NORM
A,Home,76330,4/20/2017,3/30/2021,0.19333739,OVRD
A,Home,71987,4/20/2017,4/10/2019,0.180339097,NPL
A,Home,16234,4/20/2017,4/4/2020,0.20825962,NORM
A,Home,14504,4/20/2017,4/10/2019,0.18080752,NPL
A,Home,59174,4/20/2017,4/15/2018,0.205388558,OVRD
A,Home,29128,4/20/2017,3/25/2022,0.217772289,OVRD
A,Home,69292,4/20/2017,3/25/2022,0.205398253,NORM
A,Home,93217,4/20/2017,4/4/2020,0.194858748,NORM
A,Home,11480,4/20/2017,4/15/2018,0.217478208,NORM
A,Home,31403,4/20/2017,3/30/2021,0.188221712,OVRD
A,Home,57922,4/20/2017,3/25/2022,0.209442743,NPL
A,Home,45478,4/20/2017,3/25/2022,0.197412538,NORM
A,Home,78476,4/20/2017,4/10/2019,0.188453005,NORM
A,Home,75836,4/20/2017,4/15/2018,0.212618128,OVRD
A,Home,89304,4/20/2017,3/25/2022,0.194937082,OVRD
A,Home,55300,4/20/2017,3/25/2022,0.180394838,NORM
A,Home,24991,4/20/2017,4/4/2020,0.202206792,NPL
A,Home,54243,4/20/2017,4/4/2020,0.211563037,NPL
A,Home,81025,4/20/2017,4/15/2018,0.218527142,NORM
A,Home,53070,4/20/2017,3/25/2022,0.20240431,NORM
A,Home,65893,4/20/2017,3/25/2022,0.180016482,NORM
A,Home,57631,4/20/2017,4/15/2018,0.181885959,NPL
A,Home,63375,4/20/2017,4/10/2019,0.180133318,NORM
A,Home,70588,4/20/2017,4/10/2019,0.213823161,OVRD
A,Home,44468,4/20/2017,3/25/2022,0.192961655,NPL
A,Home,52303,4/20/2017,4/15/2018,0.18830443,OVRD
A,Home,77128,4/20/2017,4/10/2019,0.213028213,OVRD
A,Home,63572,4/20/2017,4/15/2018,0.207812176,NPL
A,Home,96571,4/20/2017,4/4/2020,0.196226607,NPL
A,Home,28611,4/20/2017,3/25/2022,0.180342181,NORM
A,Home,16782,4/20/2017,3/25/2022,0.214881372,NPL
A,Home,93453,4/20/2017,3/30/2021,0.203059117,NPL
A,Home,92549,4/20/2017,4/15/2018,0.202893042,NORM
A,Home,86118,4/20/2017,3/30/2021,0.201615855,OVRD
A,Home,13525,4/20/2017,4/10/2019,0.190308233,OVRD
A,Business,67587,5/20/2017,4/29/2021,0.176656947,NPL
A,Business,65602,5/20/2017,5/4/2020,0.165096512,NPL
A,Business,87047,5/20/2017,5/10/2019,0.175842258,NORM
A,Business,41410,5/20/2017,4/24/2022,0.154328486,OVRD
A,Business,57171,5/20/2017,5/15/2018,0.189178737,NPL
A,Business,67633,5/20/2017,4/29/2021,0.182456526,NPL
A,Business,18130,5/20/2017,5/4/2020,0.176741224,OVRD
A,Business,71850,5/20/2017,5/4/2020,0.178551446,OVRD
A,Business,62345,5/20/2017,4/29/2021,0.189880894,OVRD
A,Business,19537,5/20/2017,5/10/2019,0.173691425,OVRD
A,Business,36281,5/20/2017,5/15/2018,0.173553088,NPL
A,Business,40666,5/20/2017,5/4/2020,0.185462395,NORM
A,Business,16585,5/20/2017,5/15/2018,0.16892076,NPL
A,Business,59502,5/20/2017,4/24/2022,0.172205365,NPL
A,Business,67344,5/20/2017,5/10/2019,0.158006831,NPL
A,Business,76224,5/20/2017,5/4/2020,0.154040718,NORM
A,Business,34497,5/20/2017,4/29/2021,0.159969508,NPL
A,Business,80399,5/20/2017,4/24/2022,0.161143196,OVRD
A,Business,71838,5/20/2017,5/4/2020,0.184480057,NPL
A,Business,83540,5/20/2017,4/24/2022,0.155282765,OVRD
A,Business,21581,5/20/2017,5/4/2020,0.171079498,OVRD
A,Business,55718,5/20/2017,5/4/2020,0.178564983,OVRD
A,Business,36120,5/20/2017,4/29/2021,0.179434537,OVRD
A,Business,25678,5/20/2017,5/15/2018,0.186177318,NORM
A,Business,29660,5/20/2017,4/24/2022,0.151974803,NPL
A,Business,73242,5/20/2017,5/10/2019,0.188361392,NORM
A,Business,38366,5/20/2017,5/15/2018,0.18038115,NPL
A,Business,79981,5/20/2017,5/4/2020,0.175316991,NORM
A,Business,88604,5/20/2017,4/24/2022,0.185654343,NORM
A,Business,14492,5/20/2017,4/29/2021,0.177662098,NPL
A,Business,15553,5/20/2017,5/4/2020,0.158754431,NPL
A,Business,34681,5/20/2017,4/29/2021,0.156659937,NPL
A,Business,18202,5/20/2017,5/10/2019,0.163537112,OVRD
A,Business,59736,5/20/2017,4/24/2022,0.156835162,NORM
A,Business,80214,5/20/2017,5/4/2020,0.16714489,NORM
A,Business,47886,5/20/2017,5/10/2019,0.161560311,NPL
A,Business,16038,5/20/2017,5/4/2020,0.163671793,NORM
A,Business,60660,5/20/2017,4/24/2022,0.184209012,OVRD
A,Business,84356,5/20/2017,5/10/2019,0.150606041,NORM
A,Business,57868,5/20/2017,5/4/2020,0.155422352,NORM
A,Business,25308,5/20/2017,4/29/2021,0.165406674,NORM
A,Business,98169,5/20/2017,5/10/2019,0.176886768,OVRD
A,Business,12045,5/20/2017,4/24/2022,0.163893825,NPL
A,Business,45645,5/20/2017,5/15/2018,0.180881557,NPL
A,Business,91180,5/20/2017,5/4/2020,0.162848889,NORM
A,Business,76050,5/20/2017,5/4/2020,0.162086269,NPL
A,Business,31760,5/20/2017,4/29/2021,0.178553692,OVRD
A,Business,32079,5/20/2017,5/15/2018,0.188734779,NORM
A,Business,53793,5/20/2017,5/4/2020,0.183173786,NPL
A,Business,31552,5/20/2017,5/10/2019,0.189051974,OVRD
A,Business,16397,5/20/2017,5/4/2020,0.181249664,NPL
A,Business,77442,5/20/2017,5/10/2019,0.182779439,NORM
A,Business,80478,5/20/2017,5/10/2019,0.18596827,OVRD
A,Business,30719,5/20/2017,5/15/2018,0.189475221,OVRD
A,Business,35841,5/20/2017,5/10/2019,0.152912066,OVRD
A,Business,73150,5/20/2017,5/4/2020,0.156191689,OVRD
A,Business,78955,5/20/2017,4/29/2021,0.183872515,NPL
A,Business,64807,5/20/2017,5/10/2019,0.180339297,NPL
A,Business,33976,5/20/2017,4/24/2022,0.185193796,NORM
A,Business,21298,5/20/2017,5/10/2019,0.174762118,OVRD
A,Business,57879,5/20/2017,5/15/2018,0.165162933,OVRD
A,Business,61621,5/20/2017,4/24/2022,0.18414489,NPL
A,Business,41347,5/20/2017,5/4/2020,0.166635503,OVRD
A,Business,33592,5/20/2017,5/15/2018,0.179086479,NPL
A,Business,12580,5/20/2017,5/15/2018,0.154215632,NORM
A,Business,39027,5/20/2017,5/15/2018,0.168943006,NPL
A,Business,41104,5/20/2017,5/15/2018,0.176766903,NORM
A,Business,68269,5/20/2017,4/29/2021,0.182585084,NPL
A,Business,60592,5/20/2017,5/15/2018,0.186958699,NORM
A,Business,48532,5/20/2017,4/24/2022,0.153106824,NPL
A,Business,40499,5/20/2017,4/24/2022,0.156147336,NPL
A,Business,64374,5/20/2017,5/4/2020,0.18992309,NPL
A,Business,96877,5/20/2017,5/15/2018,0.152186128,OVRD
A,Business,95539,5/20/2017,5/10/2019,0.169604148,NORM
A,Business,41818,5/20/2017,4/24/2022,0.156748737,NORM
A,Business,39246,5/20/2017,4/24/2022,0.167325799,OVRD
A,Business,29864,5/20/2017,5/10/2019,0.184057321,OVRD
A,Business,80769,5/20/2017,5/15/2018,0.174050447,OVRD
C,Business,52754,6/19/2017,6/9/2019,0.157050522,NPL
